method,task,regime,budget,split,seed,episodes,stress,success_rate,utility,causal_mechanism_recall,spurious_dependence_rate,tail_failure_rate,damage_rate,selection_cost,regret,calibration_error,risk_budget,risk_score,accepted,budget_breach,fixed_risk_utility
random_uniform_selector,contact_grasp_policy,iid_mechanisms,small_budget,combined_stress,0,96,0.28350000,0.36458333,-0.11452990,0.32021700,0.44320560,0.17783031,0.11402402,0.18330800,0.33571539,0.14796011,0.05000000,0.50653969,0,0,-0.15652447
random_uniform_selector,contact_grasp_policy,iid_mechanisms,small_budget,combined_stress,1,96,0.28350000,0.30208333,-0.18252033,0.32105000,0.44393160,0.18020090,0.11578032,0.18377600,0.34395198,0.14844663,0.05000000,0.51169434,0,0,-0.22449408
random_uniform_selector,contact_grasp_policy,iid_mechanisms,small_budget,combined_stress,2,96,0.28350000,0.36458333,-0.11123435,0.32188300,0.43265160,0.17836526,0.11481814,0.18424400,0.33639592,0.14869303,0.05000000,0.50300813,0,0,-0.15318727
random_uniform_selector,contact_grasp_policy,iid_mechanisms,small_budget,combined_stress,3,96,0.28350000,0.40625000,-0.06666248,0.32271600,0.43337760,0.17761085,0.11451195,0.18471200,0.33194500,0.14117555,0.05000000,0.49931674,0,0,-0.10859458
random_uniform_selector,contact_grasp_policy,iid_mechanisms,small_budget,combined_stress,4,96,0.28350000,0.40625000,-0.06788391,0.32354900,0.43410360,0.17810644,0.11503075,0.18518000,0.33256909,0.14166207,0.05000000,0.50041239,0,0,-0.10979518
random_uniform_selector,contact_grasp_policy,iid_mechanisms,small_budget,combined_stress,5,96,0.28350000,0.31250000,-0.16117480,0.32438200,0.43482960,0.18141452,0.10940180,0.17764400,0.34461192,0.14214859,0.05000000,0.50263405,0,0,-0.20306525
random_uniform_selector,contact_grasp_policy,iid_mechanisms,small_budget,combined_stress,6,96,0.28350000,0.43750000,-0.02625694,0.32521500,0.43555560,0.17816011,0.10744561,0.17811200,0.32000601,0.14263511,0.05000000,0.49301040,0,0,-0.06812656
random_uniform_selector,contact_grasp_policy,iid_mechanisms,small_budget,combined_stress,7,96,0.28350000,0.26041667,-0.21665720,0.32604800,0.43628160,0.18396820,0.11147066,0.17858000,0.34219884,0.14312163,0.05000000,0.50560655,0,0,-0.25850600
random_uniform_selector,contact_grasp_policy,iid_mechanisms,small_budget,combined_stress,8,96,0.28350000,0.42708333,-0.03982797,0.32688100,0.43700760,0.17946379,0.10868946,0.17904800,0.32252293,0.14360815,0.05000000,0.49587819,0,0,-0.08165595
random_uniform_selector,contact_grasp_policy,iid_mechanisms,small_budget,combined_stress,9,96,0.28350000,0.44791667,-0.01879307,0.32771400,0.43773360,0.17933438,0.10879577,0.17951600,0.32060951,0.14409467,0.05000000,0.49562084,0,0,-0.06060022
random_uniform_selector,contact_grasp_policy,iid_mechanisms,tiny_budget,combined_stress,0,96,0.30750000,0.36458333,-0.11148481,0.32975600,0.44368800,0.17755264,0.11260804,0.18797200,0.33303888,0.14742976,0.05000000,0.50364844,0,0,-0.15324091
random_uniform_selector,contact_grasp_policy,iid_mechanisms,tiny_budget,combined_stress,1,96,0.30750000,0.41666667,-0.05705513,0.33058200,0.44440800,0.17648150,0.11209123,0.18843600,0.32731397,0.14791216,0.05000000,0.50135237,0,0,-0.09879058
random_uniform_selector,contact_grasp_policy,iid_mechanisms,tiny_budget,combined_stress,2,96,0.30750000,0.32291667,-0.16150692,0.31740100,0.44512800,0.17978536,0.11446193,0.18890000,0.33991184,0.14839456,0.05000000,0.51147437,0,0,-0.20357189
random_uniform_selector,contact_grasp_policy,iid_mechanisms,tiny_budget,combined_stress,3,96,0.30750000,0.35416667,-0.12933357,0.31822700,0.44584800,0.17933922,0.11435762,0.18936400,0.33672443,0.14887696,0.05000000,0.51053130,0,0,-0.17137789
random_uniform_selector,contact_grasp_policy,iid_mechanisms,tiny_budget,combined_stress,4,96,0.30750000,0.37500000,-0.10828838,0.31905300,0.44656800,0.17920558,0.11445956,0.18982800,0.33480578,0.14935936,0.05000000,0.51026473,0,0,-0.15031206
random_uniform_selector,contact_grasp_policy,iid_mechanisms,tiny_budget,combined_stress,5,96,0.30750000,0.26041667,-0.23190937,0.31987900,0.44728800,0.18313444,0.11724275,0.19029200,0.34938087,0.14984176,0.05000000,0.51879266,0,0,-0.27391239
random_uniform_selector,contact_grasp_policy,iid_mechanisms,tiny_budget,combined_stress,6,96,0.30750000,0.34375000,-0.14409518,0.32070500,0.44800800,0.18112580,0.11610719,0.19075600,0.33984971,0.15032416,0.05000000,0.51446709,0,0,-0.18607756
random_uniform_selector,contact_grasp_policy,iid_mechanisms,tiny_budget,combined_stress,7,96,0.30750000,0.32291667,-0.16054361,0.32153100,0.43672200,0.18178594,0.11679065,0.19122000,0.34243841,0.14256244,0.05000000,0.50910262,0,0,-0.20250534
random_uniform_selector,contact_grasp_policy,iid_mechanisms,tiny_budget,combined_stress,8,96,0.30750000,0.38541667,-0.09346500,0.32235700,0.43744200,0.18040230,0.11606759,0.18368000,0.33544475,0.14304484,0.05000000,0.50613005,0,0,-0.13540608
random_uniform_selector,contact_grasp_policy,iid_mechanisms,tiny_budget,combined_stress,9,96,0.30750000,0.34375000,-0.13262554,0.32318300,0.43816200,0.18214366,0.10940304,0.18414400,0.34113859,0.14352724,0.05000000,0.50496000,0,0,-0.17454596
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,large_budget,combined_stress,0,96,0.31292000,0.30208333,-0.18279447,0.31767516,0.44643059,0.18075498,0.11624811,0.17446672,0.34405767,0.14530141,0.05000000,0.51418909,0,0,-0.22485259
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,large_budget,combined_stress,1,96,0.31292000,0.35416667,-0.12847791,0.31857816,0.44721659,0.17973035,0.11577928,0.17497472,0.33839044,0.14582913,0.05000000,0.51199442,0,0,-0.17051345
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,large_budget,combined_stress,2,96,0.31292000,0.30208333,-0.18544302,0.31948116,0.44800259,0.18183072,0.11737295,0.17548272,0.34541071,0.14635685,0.05000000,0.51656476,0,0,-0.22745599
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,large_budget,combined_stress,3,96,0.31292000,0.29166667,-0.19789546,0.32038416,0.44878859,0.18268109,0.11814162,0.17599072,0.34735599,0.14688457,0.05000000,0.51842909,0,0,-0.23988586
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,large_budget,combined_stress,4,96,0.31292000,0.30208333,-0.18152829,0.32128716,0.44957459,0.18290645,0.11049379,0.17649872,0.34676376,0.14741229,0.05000000,0.51397794,0,0,-0.22349611
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,large_budget,combined_stress,5,96,0.31292000,0.30208333,-0.17873050,0.32219016,0.45036059,0.18344432,0.11105621,0.16900272,0.33743528,0.14794001,0.05000000,0.51256447,0,0,-0.22067575
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,large_budget,combined_stress,6,96,0.31292000,0.33333333,-0.14667028,0.32309316,0.45114659,0.18304469,0.11099988,0.16951072,0.33430555,0.14846773,0.05000000,0.51172280,0,0,-0.18859295
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,large_budget,combined_stress,7,96,0.31292000,0.30208333,-0.18137906,0.32399616,0.45193259,0.18452006,0.11218105,0.17001872,0.33878832,0.14899545,0.05000000,0.51494013,0,0,-0.22327915
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,large_budget,combined_stress,8,96,0.31292000,0.38541667,-0.09367800,0.32489916,0.45271859,0.18255793,0.11109347,0.17052672,0.32931485,0.14952317,0.05000000,0.51071596,0,0,-0.13555552
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,large_budget,combined_stress,9,96,0.31292000,0.27083333,-0.21741211,0.32580216,0.45350459,0.18653329,0.11392464,0.17103472,0.34394762,0.15005089,0.05000000,0.51934529,0,0,-0.25926705
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,0,96,0.33092000,0.31250000,-0.17348476,0.32207316,0.45561539,0.18354350,0.11176125,0.18093872,0.33701738,0.14878111,0.05000000,0.51595147,0,0,-0.21543293
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,1,96,0.33092000,0.34375000,-0.13991406,0.32298316,0.45640739,0.18314810,0.11170928,0.17344672,0.33389289,0.14931295,0.05000000,0.51511901,0,0,-0.18183948
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,2,96,0.33092000,0.26041667,-0.23027395,0.32389316,0.45719939,0.18619020,0.11392606,0.17395872,0.34472466,0.14984479,0.05000000,0.52172806,0,0,-0.27217662
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,3,96,0.33092000,0.39583333,-0.08694235,0.32480316,0.45799139,0.18266979,0.11181159,0.17447072,0.32891267,0.15037663,0.05000000,0.51413061,0,0,-0.12882227
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,4,96,0.33092000,0.26041667,-0.23294307,0.32571316,0.45878339,0.18727439,0.11505962,0.17498272,0.34608819,0.15090847,0.05000000,0.52412216,0,0,-0.27480024
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,5,96,0.33092000,0.27083333,-0.22314946,0.32662316,0.45957539,0.18750398,0.11542016,0.17549472,0.34550121,0.15144031,0.05000000,0.52464271,0,0,-0.26498389
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,6,96,0.33092000,0.36458333,-0.11708851,0.32753316,0.46036739,0.17722958,0.11365045,0.17600672,0.33428398,0.14396815,0.05000000,0.51164481,0,0,-0.15890018
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,7,96,0.33092000,0.30208333,-0.18827921,0.31443616,0.46115939,0.17964668,0.11545473,0.17651872,0.34313853,0.14449999,0.05000000,0.51984793,0,0,-0.23041830
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,8,96,0.33092000,0.34375000,-0.13936268,0.31534616,0.44994539,0.17848254,0.11495303,0.17703072,0.33817765,0.14479171,0.05000000,0.51261613,0,0,-0.18147903
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,9,96,0.33092000,0.30208333,-0.18520991,0.31625616,0.45073739,0.18027464,0.11634481,0.17754272,0.34393441,0.14532355,0.05000000,0.51651917,0,0,-0.22730351
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,0,96,0.35342000,0.27083333,-0.22025637,0.32532016,0.46214939,0.18120380,0.11541748,0.18175072,0.34519614,0.14474779,0.05000000,0.52042823,0,0,-0.26212337
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,1,96,0.35342000,0.22916667,-0.26609331,0.32622316,0.46293539,0.18299166,0.11680490,0.18225872,0.35094767,0.14527551,0.05000000,0.52432206,0,0,-0.30793773
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,2,96,0.35342000,0.25000000,-0.24824840,0.31311916,0.46372139,0.18290453,0.11695482,0.18276672,0.34964697,0.14580323,0.05000000,0.52710396,0,0,-0.29042042
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,3,96,0.35342000,0.28125000,-0.21618817,0.31402216,0.46450739,0.18250490,0.11689849,0.18327472,0.34651724,0.14633095,0.05000000,0.52626229,0,0,-0.25833762
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,4,96,0.35342000,0.38541667,-0.10049237,0.31492516,0.45328739,0.17946154,0.11515493,0.18378272,0.33393862,0.14661855,0.05000000,0.51496227,0,0,-0.14261924
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,5,96,0.35342000,0.29166667,-0.20197014,0.31582816,0.45407339,0.18281191,0.11757360,0.18429072,0.34603389,0.14714627,0.05000000,0.52223860,0,0,-0.24407444
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,6,96,0.35342000,0.27083333,-0.22555075,0.31673116,0.45485939,0.18397478,0.11854852,0.18479872,0.34924791,0.14767399,0.05000000,0.52477943,0,0,-0.26763247
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,7,96,0.35342000,0.28125000,-0.21574686,0.31763416,0.45564539,0.18420014,0.11890469,0.18530672,0.34865568,0.14820171,0.05000000,0.52529076,0,0,-0.25780601
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,8,96,0.35342000,0.31250000,-0.18368664,0.31853716,0.45643139,0.18380051,0.11884836,0.18581472,0.34552596,0.14872943,0.05000000,0.52444909,0,0,-0.22572321
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,9,96,0.35342000,0.36458333,-0.12280680,0.31944016,0.45721739,0.18277588,0.11037553,0.18632272,0.33985873,0.14925715,0.05000000,0.51729194,0,0,-0.16482079
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,tiny_budget,combined_stress,0,96,0.37742000,0.30208333,-0.20183815,0.31490216,0.46953779,0.18485506,0.11840304,0.19101872,0.34586942,0.14895956,0.05000000,0.53201200,0,0,-0.24396560
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,tiny_budget,combined_stress,1,96,0.37742000,0.29166667,-0.20854190,0.31579816,0.45831179,0.18524497,0.11892387,0.19152272,0.34724180,0.14924304,0.05000000,0.52814426,0,0,-0.25064694
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,tiny_budget,combined_stress,2,96,0.37742000,0.27083333,-0.23211222,0.31669416,0.45909179,0.18640361,0.11989443,0.19202672,0.35045058,0.14976664,0.05000000,0.53067587,0,0,-0.27419487
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,tiny_budget,combined_stress,3,96,0.37742000,0.29166667,-0.20308584,0.31759016,0.45987179,0.18631225,0.11203599,0.18452672,0.34858436,0.15029024,0.05000000,0.52553900,0,0,-0.24514608
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,tiny_budget,combined_stress,4,96,0.37742000,0.19791667,-0.30000000,0.31848616,0.46065179,0.18965839,0.11445030,0.18503072,0.35066939,0.15081384,0.05000000,0.53020481,0,0,-0.34203785
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,tiny_budget,combined_stress,5,96,0.37742000,0.28125000,-0.21424069,0.31938216,0.46143179,0.18769203,0.11335835,0.18553472,0.34119067,0.15133744,0.05000000,0.52597143,0,0,-0.25625613
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,tiny_budget,combined_stress,6,96,0.37742000,0.27083333,-0.22668285,0.32027816,0.46221179,0.18853817,0.11412266,0.18603872,0.34313069,0.15186104,0.05000000,0.52782654,0,0,-0.26867589
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,tiny_budget,combined_stress,7,96,0.37742000,0.25000000,-0.25025317,0.32117416,0.46299179,0.18969681,0.11509322,0.18654272,0.34633947,0.15238464,0.05000000,0.53035815,0,0,-0.29222382
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,tiny_budget,combined_stress,8,96,0.37742000,0.28125000,-0.21818266,0.32207016,0.46377179,0.18929295,0.11503253,0.18704672,0.34320450,0.15290824,0.05000000,0.52950726,0,0,-0.26013091
random_uniform_selector,contact_grasp_policy,color_mechanism_confound,tiny_budget,combined_stress,9,96,0.37742000,0.32291667,-0.16902261,0.32296616,0.46455179,0.18057259,0.11428535,0.18755072,0.33832054,0.15343184,0.05000000,0.52195447,0,0,-0.21094845
random_uniform_selector,contact_grasp_policy,material_shift,large_budget,combined_stress,0,96,0.35084000,0.35416667,-0.13592631,0.31185632,0.46175518,0.18031594,0.11495867,0.17424944,0.33709869,0.15007270,0.05000000,0.52125121,0,0,-0.17812991
random_uniform_selector,contact_grasp_policy,material_shift,large_budget,combined_stress,1,96,0.35084000,0.35416667,-0.13714775,0.31268932,0.46248118,0.18081152,0.11547747,0.17471744,0.33772277,0.15055922,0.05000000,0.52234685,0,0,-0.17933052
random_uniform_selector,contact_grasp_policy,material_shift,large_budget,combined_stress,2,96,0.35084000,0.36458333,-0.12724102,0.31352232,0.46320718,0.18099461,0.11579003,0.17518544,0.33707811,0.15104574,0.05000000,0.52276600,0,0,-0.16940296
random_uniform_selector,contact_grasp_policy,material_shift,large_budget,combined_stress,3,96,0.35084000,0.32291667,-0.17297512,0.31435532,0.46393318,0.18274020,0.11713383,0.17565344,0.34277719,0.15153226,0.05000000,0.52656765,0,0,-0.21511623
random_uniform_selector,contact_grasp_policy,material_shift,large_budget,combined_stress,4,96,0.35084000,0.29166667,-0.20184263,0.31518832,0.45265318,0.18371706,0.11802790,0.17612144,0.34663988,0.15177866,0.05000000,0.52396994,0,0,-0.24396293
random_uniform_selector,contact_grasp_policy,material_shift,large_budget,combined_stress,5,96,0.35084000,0.33333333,-0.15727076,0.31602132,0.45337918,0.18296265,0.11772170,0.17658944,0.34218897,0.14426118,0.05000000,0.52027854,0,0,-0.19937023
random_uniform_selector,contact_grasp_policy,material_shift,large_budget,combined_stress,6,96,0.35084000,0.31250000,-0.18074853,0.31685432,0.45410518,0.18408324,0.11865301,0.17705744,0.34535055,0.14474770,0.05000000,0.52272719,0,0,-0.22282717
random_uniform_selector,contact_grasp_policy,material_shift,large_budget,combined_stress,7,96,0.35084000,0.29166667,-0.19614226,0.31768732,0.45483118,0.18520382,0.11158031,0.16952144,0.34851214,0.14523422,0.05000000,0.52021336,0,0,-0.23820007
random_uniform_selector,contact_grasp_policy,material_shift,large_budget,combined_stress,8,96,0.35084000,0.27083333,-0.21701872,0.31852032,0.45555718,0.18632441,0.11251161,0.16998944,0.34166873,0.14572074,0.05000000,0.52006071,0,0,-0.25905571
random_uniform_selector,contact_grasp_policy,material_shift,large_budget,combined_stress,9,96,0.35084000,0.36458333,-0.11808666,0.31935332,0.45628318,0.18400750,0.11117417,0.17045744,0.33087406,0.14620726,0.05000000,0.51506785,0,0,-0.16010282
random_uniform_selector,contact_grasp_policy,material_shift,medium_budget,combined_stress,0,96,0.36884000,0.32291667,-0.17103276,0.32200132,0.46385998,0.18736942,0.11463426,0.17600144,0.33887081,0.14869080,0.05000000,0.52548399,0,0,-0.21298273
random_uniform_selector,contact_grasp_policy,material_shift,medium_budget,combined_stress,1,96,0.36884000,0.22916667,-0.27241798,0.32284132,0.46459198,0.19068174,0.11701368,0.17647344,0.35091889,0.14918144,0.05000000,0.53267735,0,0,-0.31434695
random_uniform_selector,contact_grasp_policy,material_shift,medium_budget,combined_stress,2,96,0.36884000,0.37500000,-0.11189399,0.32368132,0.46532398,0.17880255,0.11416910,0.17694544,0.33330548,0.14967208,0.05000000,0.51828581,0,0,-0.15380195
random_uniform_selector,contact_grasp_policy,material_shift,medium_budget,combined_stress,3,96,0.36884000,0.35416667,-0.13846918,0.31051432,0.46605598,0.17992737,0.11510477,0.17741744,0.33703259,0.15016272,0.05000000,0.52369074,0,0,-0.18070632
random_uniform_selector,contact_grasp_policy,material_shift,medium_budget,combined_stress,4,96,0.36884000,0.29166667,-0.20646990,0.31135432,0.46678798,0.18230218,0.11686543,0.17788944,0.34527442,0.15065336,0.05000000,0.52885461,0,0,-0.24868604
random_uniform_selector,contact_grasp_policy,material_shift,medium_budget,combined_stress,5,96,0.36884000,0.30208333,-0.19083504,0.31219432,0.45551398,0.18203327,0.11693887,0.17836144,0.34406735,0.15090388,0.05000000,0.52356012,0,0,-0.23303018
random_uniform_selector,contact_grasp_policy,material_shift,medium_budget,combined_stress,6,96,0.36884000,0.36458333,-0.12529775,0.31303432,0.45624598,0.18065809,0.11622453,0.17883344,0.33708418,0.15139452,0.05000000,0.52060598,0,0,-0.16747190
random_uniform_selector,contact_grasp_policy,material_shift,medium_budget,combined_stress,7,96,0.36884000,0.25000000,-0.24893930,0.31387432,0.45697798,0.18459540,0.11901645,0.17930544,0.35166976,0.15188516,0.05000000,0.52915235,0,0,-0.29109245
random_uniform_selector,contact_grasp_policy,material_shift,medium_budget,combined_stress,8,96,0.36884000,0.22916667,-0.27242736,0.31471432,0.45770998,0.18572022,0.11995211,0.17977744,0.35483659,0.15237580,0.05000000,0.53161021,0,0,-0.31455950
random_uniform_selector,contact_grasp_policy,material_shift,medium_budget,combined_stress,9,96,0.36884000,0.22916667,-0.27365907,0.31555432,0.45844198,0.18622004,0.12047528,0.18024944,0.35546592,0.15286644,0.05000000,0.53271508,0,0,-0.31577022
random_uniform_selector,contact_grasp_policy,material_shift,small_budget,combined_stress,0,96,0.39134000,0.39583333,-0.09427423,0.31852132,0.46462798,0.18553310,0.11231041,0.18097344,0.32853439,0.14870216,0.05000000,0.52176682,0,0,-0.13631120
random_uniform_selector,contact_grasp_policy,material_shift,small_budget,combined_stress,1,96,0.39134000,0.36458333,-0.12888016,0.31935432,0.46535398,0.18696619,0.11344796,0.18144144,0.33296473,0.14918868,0.05000000,0.52489197,0,0,-0.17089631
random_uniform_selector,contact_grasp_policy,material_shift,small_budget,combined_stress,2,96,0.39134000,0.34375000,-0.15235793,0.32018732,0.46607998,0.18808678,0.11437927,0.18190944,0.33612631,0.14967520,0.05000000,0.52734061,0,0,-0.19435325
random_uniform_selector,contact_grasp_policy,material_shift,small_budget,combined_stress,3,96,0.39134000,0.33333333,-0.15874615,0.32102032,0.46680598,0.18089087,0.11462408,0.18237744,0.33753891,0.15016172,0.05000000,0.52308735,0,0,-0.20072064
random_uniform_selector,contact_grasp_policy,material_shift,small_budget,combined_stress,4,96,0.39134000,0.19791667,-0.30000000,0.32185332,0.46753198,0.18544896,0.11782413,0.18284544,0.35465674,0.15064824,0.05000000,0.53297750,0,0,-0.34195367
random_uniform_selector,contact_grasp_policy,material_shift,small_budget,combined_stress,5,96,0.39134000,0.34375000,-0.15006085,0.32268632,0.46825798,0.18156954,0.11545544,0.18331344,0.33751833,0.15113476,0.05000000,0.52460214,0,0,-0.19199370
random_uniform_selector,contact_grasp_policy,material_shift,small_budget,combined_stress,6,96,0.39134000,0.31250000,-0.18775393,0.30951232,0.46898398,0.18300263,0.11659299,0.18378144,0.34250894,0.15162128,0.05000000,0.53067436,0,0,-0.23001612
random_uniform_selector,contact_grasp_policy,material_shift,small_budget,combined_stress,7,96,0.39134000,0.23958333,-0.26687253,0.31034532,0.46970998,0.18568572,0.11855554,0.18424944,0.35201428,0.15210780,0.05000000,0.53650551,0,0,-0.30911390
