method,task,regime,budget,split,seed,episodes,stress,success_rate,utility,causal_mechanism_recall,spurious_dependence_rate,tail_failure_rate,damage_rate,selection_cost,regret,calibration_error,stress_axis,stress_level
random_uniform_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,7,96,0.36210000,0.29166667,-0.20132528,0.32044280,0.46072896,0.18468530,0.11491004,0.18025360,0.34244621,0.14801458,spurious_strength,0
random_uniform_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,8,96,0.36210000,0.26041667,-0.23595178,0.32128980,0.46146696,0.18612684,0.11605632,0.18072960,0.34688703,0.14850934,spurious_strength,0
random_uniform_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,9,96,0.36210000,0.30208333,-0.19268111,0.32213680,0.46220496,0.18538089,0.11575884,0.18120560,0.34244660,0.14900410,spurious_strength,0
random_uniform_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,0,96,0.36450000,0.29166667,-0.19692964,0.32587900,0.45208320,0.18795116,0.11268557,0.18172400,0.33915065,0.15150166,spurious_strength,0
random_uniform_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,1,96,0.36450000,0.28125000,-0.20935123,0.32676100,0.45285120,0.18878885,0.11344115,0.18222000,0.34108019,0.15201702,spurious_strength,0
random_uniform_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,2,96,0.36450000,0.22916667,-0.26628548,0.32764300,0.45361920,0.19087653,0.11502174,0.18271600,0.34808474,0.15253238,spurious_strength,0
random_uniform_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,3,96,0.36450000,0.29166667,-0.19952927,0.32852500,0.45438720,0.18952671,0.11433357,0.18321200,0.34113303,0.14504374,spurious_strength,0
random_uniform_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,4,96,0.36450000,0.25000000,-0.24533536,0.32940700,0.45515520,0.19130190,0.11570791,0.18370800,0.34686882,0.14555910,spurious_strength,0
random_uniform_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,5,96,0.36450000,0.35416667,-0.13534711,0.33028900,0.45592320,0.18870208,0.11419474,0.18420400,0.33484211,0.14607446,spurious_strength,0
random_uniform_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,6,96,0.36450000,0.26041667,-0.23679404,0.33117100,0.45669120,0.19203977,0.11660033,0.18470000,0.34692165,0.14658982,spurious_strength,0
random_uniform_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,7,96,0.36450000,0.28125000,-0.21891827,0.31804600,0.45745920,0.19193995,0.11673716,0.18519600,0.34560522,0.14710518,spurious_strength,0
random_uniform_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,8,96,0.36450000,0.30208333,-0.19795536,0.31892800,0.45822720,0.19184013,0.11687400,0.18569200,0.34372851,0.14762054,spurious_strength,0
random_uniform_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,9,96,0.36450000,0.20833333,-0.29940228,0.31981000,0.45899520,0.19517782,0.11927958,0.18618800,0.35580805,0.14813590,spurious_strength,0
random_uniform_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,0,96,0.36250000,0.25000000,-0.24654832,0.31985900,0.46129800,0.18736732,0.11460240,0.18546000,0.34611109,0.14602196,spurious_strength,0
random_uniform_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,1,96,0.36250000,0.32291667,-0.16991372,0.32072000,0.46204800,0.18569232,0.11369490,0.18594400,0.33787490,0.14652496,spurious_strength,0
random_uniform_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,2,96,0.36250000,0.30208333,-0.19343263,0.32158100,0.46279800,0.18682982,0.11464365,0.18642800,0.34105746,0.14702796,spurious_strength,0
random_uniform_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,3,96,0.36250000,0.32291667,-0.16517969,0.32244200,0.45154200,0.18626110,0.11452392,0.17890800,0.33859738,0.14729084,spurious_strength,0
random_uniform_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,4,96,0.36250000,0.28125000,-0.21095492,0.32330300,0.45229200,0.18802360,0.11588517,0.17939200,0.34431744,0.14779384,spurious_strength,0
random_uniform_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,5,96,0.36250000,0.31250000,-0.18192014,0.31015700,0.45304200,0.18759860,0.11580267,0.17987600,0.34171653,0.14829684,spurious_strength,0
random_uniform_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,6,96,0.36250000,0.32291667,-0.17205454,0.31101800,0.45379200,0.18779860,0.11613267,0.18036000,0.34109284,0.14879984,spurious_strength,0
random_uniform_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,7,96,0.36250000,0.30208333,-0.19557345,0.31187900,0.45454200,0.18893610,0.11708142,0.18084400,0.34427540,0.14930284,spurious_strength,0
random_uniform_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,8,96,0.36250000,0.25000000,-0.25247685,0.31274000,0.45529200,0.19101110,0.11864892,0.18132800,0.35126421,0.14980584,spurious_strength,0
random_uniform_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,9,96,0.36250000,0.26041667,-0.23664987,0.31360100,0.45604200,0.18320710,0.11849868,0.18181200,0.35016028,0.15030884,spurious_strength,0
random_uniform_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,0,96,0.36390000,0.27083333,-0.22831749,0.32716420,0.46052064,0.19325918,0.11560812,0.18019440,0.34490741,0.15193041,spurious_strength,0
random_uniform_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,1,96,0.36390000,0.21875000,-0.28529288,0.32807420,0.46131264,0.19536378,0.11720615,0.18070640,0.35193293,0.15246225,spurious_strength,0
random_uniform_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,2,96,0.36390000,0.29166667,-0.20744963,0.32898420,0.46210464,0.19371838,0.11632919,0.18121840,0.34373344,0.14499009,spurious_strength,0
random_uniform_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,3,96,0.36390000,0.36458333,-0.12801279,0.31588720,0.46289664,0.18406897,0.11497198,0.18173040,0.33561400,0.14552193,spurious_strength,0
random_uniform_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,4,96,0.36390000,0.23958333,-0.25714693,0.31679720,0.45168264,0.18790484,0.11777028,0.18224240,0.35095312,0.14581365,spurious_strength,0
random_uniform_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,5,96,0.36390000,0.28125000,-0.21396883,0.31770720,0.45247464,0.18719694,0.11751206,0.18275440,0.34655989,0.14634549,spurious_strength,0
random_uniform_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,6,96,0.36390000,0.34375000,-0.14853439,0.31861720,0.45326664,0.18586403,0.11684134,0.18326640,0.33962915,0.14687733,spurious_strength,0
random_uniform_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,7,96,0.36390000,0.26041667,-0.23889428,0.31952720,0.45405864,0.18890613,0.11905812,0.18377840,0.35046092,0.14740917,spurious_strength,0
random_uniform_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,8,96,0.36390000,0.36458333,-0.12894717,0.32043720,0.45485064,0.18632322,0.11756240,0.18429040,0.33845518,0.14794101,spurious_strength,0
random_uniform_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,9,96,0.36390000,0.37500000,-0.11915357,0.32134720,0.45564264,0.18655282,0.11792294,0.18480240,0.33786820,0.14847285,spurious_strength,0
label_balanced_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,0,96,0.36290000,0.28125000,-0.18080347,0.39987620,0.46876123,0.17346783,0.10888747,0.19998240,0.31683728,0.13454722,spurious_strength,0
label_balanced_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,1,96,0.36290000,0.41666667,-0.03741016,0.40074420,0.46951723,0.16992205,0.10674683,0.20047040,0.30099383,0.13505434,spurious_strength,0
label_balanced_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,2,96,0.36290000,0.31250000,-0.14996468,0.40161220,0.47027323,0.17356378,0.10934995,0.20095840,0.31433163,0.13556146,spurious_strength,0
label_balanced_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,3,96,0.36290000,0.38541667,-0.07334037,0.40248020,0.47102923,0.17189301,0.10844681,0.20144640,0.30610069,0.13606858,spurious_strength,0
label_balanced_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,4,96,0.36290000,0.36458333,-0.09686955,0.40334820,0.47178523,0.17303474,0.10939992,0.20193440,0.30928849,0.13657570,spurious_strength,0
label_balanced_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,5,96,0.36290000,0.30208333,-0.16491141,0.40421620,0.47254123,0.17542647,0.11117803,0.20242240,0.31755130,0.13708282,spurious_strength,0
label_balanced_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,6,96,0.36290000,0.42708333,-0.02668488,0.40508420,0.47329723,0.16418919,0.10876340,0.20291040,0.30249636,0.13758994,spurious_strength,0
label_balanced_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,7,96,0.36290000,0.41666667,-0.03252263,0.40595220,0.47405323,0.16501842,0.10150626,0.20339840,0.30441541,0.13809706,spurious_strength,0
label_balanced_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,8,96,0.36290000,0.33333333,-0.12021951,0.40682020,0.47480923,0.16803515,0.10369688,0.20388640,0.30521072,0.13860418,spurious_strength,0
label_balanced_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,9,96,0.36290000,0.33333333,-0.12149237,0.40768820,0.47556523,0.16855188,0.10423749,0.20437440,0.30586102,0.13911130,spurious_strength,0
label_balanced_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,0,96,0.36210000,0.33333333,-0.12604716,0.40170180,0.46876627,0.16694472,0.11039228,0.20556160,0.31368309,0.13873533,spurious_strength,0
label_balanced_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,1,96,0.36210000,0.30208333,-0.16067366,0.40254880,0.46950427,0.16838626,0.11153855,0.20603760,0.31812392,0.13923009,spurious_strength,0
label_balanced_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,2,96,0.36210000,0.28125000,-0.17632807,0.40339580,0.47024227,0.16951531,0.10447458,0.20651360,0.32129599,0.13172085,spurious_strength,0
label_balanced_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,3,96,0.36210000,0.34375000,-0.10819978,0.40424280,0.47098027,0.16814435,0.10376461,0.20698960,0.30431306,0.13221561,spurious_strength,0
label_balanced_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,4,96,0.36210000,0.42708333,-0.02041645,0.40508980,0.47171827,0.16614839,0.10264213,0.20746560,0.29479763,0.13271037,spurious_strength,0
label_balanced_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,5,96,0.36210000,0.38541667,-0.06465035,0.40593680,0.47245627,0.16790244,0.10399466,0.19993760,0.30050721,0.13320513,spurious_strength,0
label_balanced_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,6,96,0.36210000,0.29166667,-0.16604586,0.40678380,0.47319427,0.17121898,0.10637844,0.20041360,0.31256053,0.13369989,spurious_strength,0
label_balanced_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,7,96,0.36210000,0.28125000,-0.17841603,0.40763080,0.47393227,0.17203553,0.10711221,0.20088960,0.31446385,0.13419465,spurious_strength,0
label_balanced_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,8,96,0.36210000,0.36458333,-0.09063270,0.40847780,0.47467027,0.17003957,0.10598974,0.20136560,0.30494842,0.13468941,spurious_strength,0
label_balanced_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,9,96,0.36210000,0.33333333,-0.12525920,0.40932480,0.47540827,0.17148111,0.10713602,0.20184160,0.30938925,0.13518417,spurious_strength,0
label_balanced_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,0,96,0.36450000,0.30208333,-0.16033947,0.41306700,0.46531315,0.18268140,0.10495602,0.20236000,0.31911730,0.13768226,spurious_strength,0
label_balanced_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,1,96,0.36450000,0.34375000,-0.10855754,0.41394900,0.46608115,0.17395258,0.10420012,0.20285600,0.30421785,0.13819762,spurious_strength,0
label_balanced_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,2,96,0.36450000,0.30208333,-0.15436363,0.41483100,0.46684915,0.17572777,0.10557445,0.20335200,0.30995364,0.13871298,spurious_strength,0
label_balanced_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,3,96,0.36450000,0.29166667,-0.16678522,0.41571300,0.46761715,0.17656545,0.10633004,0.20384800,0.31188318,0.13922834,spurious_strength,0
label_balanced_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,4,96,0.36450000,0.34375000,-0.11115717,0.41659500,0.46838515,0.17552814,0.10584812,0.20434400,0.30620022,0.13173970,spurious_strength,0
label_balanced_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,5,96,0.36450000,0.26041667,-0.20147593,0.41747700,0.46915315,0.17855332,0.10804746,0.20484000,0.31701101,0.13225506,spurious_strength,0
label_balanced_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,6,96,0.36450000,0.27083333,-0.19164119,0.41835900,0.46992115,0.17876600,0.10839054,0.20533600,0.31640305,0.13277042,spurious_strength,0
label_balanced_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,7,96,0.36450000,0.32291667,-0.13729378,0.41924100,0.47068915,0.17772869,0.10790863,0.20583200,0.31072009,0.13328578,spurious_strength,0
label_balanced_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,8,96,0.36450000,0.31250000,-0.15280251,0.40611600,0.47145715,0.17856637,0.10866421,0.20632800,0.31320991,0.13380114,spurious_strength,0
label_balanced_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,9,96,0.36450000,0.40625000,-0.05394243,0.40699800,0.47222515,0.17627906,0.10735730,0.20682400,0.30245196,0.13431650,spurious_strength,0
label_balanced_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,0,96,0.36250000,0.33333333,-0.12348769,0.40704700,0.47450575,0.17190522,0.10494842,0.20609600,0.30671019,0.13220211,spurious_strength,0
label_balanced_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,1,96,0.36250000,0.33333333,-0.12475026,0.40790800,0.47525575,0.17241772,0.10548467,0.20658000,0.30735525,0.13270512,spurious_strength,0
label_balanced_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,2,96,0.36250000,0.32291667,-0.13714100,0.40876900,0.47600575,0.17324272,0.10622717,0.20706400,0.30926906,0.13320811,spurious_strength,0
label_balanced_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,3,96,0.36250000,0.35416667,-0.10501907,0.40963000,0.47675575,0.17281772,0.10614467,0.20754800,0.30610787,0.13371112,spurious_strength,0
label_balanced_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,4,96,0.36250000,0.37500000,-0.07676613,0.41049100,0.46549975,0.17224899,0.10602493,0.20002800,0.30364779,0.13397400,spurious_strength,0
label_balanced_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,5,96,0.36250000,0.28125000,-0.17818220,0.41135200,0.46624975,0.17557399,0.10841743,0.20051200,0.31571160,0.13447700,spurious_strength,0
label_balanced_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,6,96,0.36250000,0.26041667,-0.20478825,0.39820600,0.46699975,0.17671149,0.10936618,0.20099600,0.31945444,0.13497999,spurious_strength,0
label_balanced_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,7,96,0.36250000,0.42708333,-0.02800015,0.39906700,0.46774975,0.17222399,0.10660243,0.20148000,0.29979950,0.13548299,spurious_strength,0
label_balanced_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,8,96,0.36250000,0.34375000,-0.11828805,0.39992800,0.46849975,0.17523649,0.10878868,0.20196400,0.31059456,0.13598599,spurious_strength,0
label_balanced_selector,mobile_place_policy,spurious_strength_0,small_budget,combined_stress,9,96,0.36250000,0.29166667,-0.17519146,0.40078900,0.46924975,0.17731149,0.11035618,0.20244800,0.31758337,0.13648900,spurious_strength,0
label_balanced_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,0,96,0.36390000,0.26041667,-0.20541779,0.41435220,0.47374393,0.18061017,0.10781070,0.20083040,0.31692600,0.13811088,spurious_strength,0
label_balanced_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,1,96,0.36390000,0.31250000,-0.15111151,0.41526220,0.47453593,0.17958977,0.10734623,0.20134240,0.31126401,0.13864272,spurious_strength,0
label_balanced_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,2,96,0.36390000,0.37500000,-0.08567707,0.41617220,0.47532793,0.17825686,0.10667551,0.20185440,0.30433328,0.13917456,spurious_strength,0
label_balanced_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,3,96,0.36390000,0.42708333,-0.03009016,0.41708220,0.47611993,0.17723646,0.10621105,0.20236640,0.29867130,0.13170240,spurious_strength,0
label_balanced_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,4,96,0.36390000,0.32291667,-0.13983215,0.40398520,0.47691193,0.17289955,0.10836009,0.20287840,0.31212060,0.13223424,spurious_strength,0
label_balanced_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,5,96,0.36390000,0.32291667,-0.13542829,0.40489520,0.46569793,0.17298542,0.10868339,0.20339040,0.31223472,0.13252596,spurious_strength,0
label_balanced_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,6,96,0.36390000,0.35416667,-0.10337835,0.40580520,0.46648993,0.17259002,0.10863142,0.20390240,0.30911024,0.13305780,spurious_strength,0
label_balanced_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,7,96,0.36390000,0.30208333,-0.16035375,0.40671520,0.46728193,0.17469461,0.11022945,0.20441440,0.31613576,0.13358964,spurious_strength,0
label_balanced_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,8,96,0.36390000,0.42708333,-0.02815031,0.40762520,0.46807393,0.17148671,0.10832123,0.20492640,0.30159252,0.13412148,spurious_strength,0
label_balanced_selector,force_limited_twist_policy,spurious_strength_0,small_budget,combined_stress,9,96,0.36390000,0.43750000,-0.01835670,0.40853520,0.46886593,0.17171631,0.10868177,0.20543840,0.30100554,0.13465332,spurious_strength,0
diversity_coreset_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,0,96,0.36290000,0.50000000,0.13855396,0.46070120,0.37667993,0.15089424,0.08959409,0.19475040,0.25885620,0.12254560,spurious_strength,0
diversity_coreset_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,1,96,0.36290000,0.42708333,0.05935309,0.46159020,0.37745393,0.15361115,0.09159154,0.19525040,0.26840349,0.12306508,spurious_strength,0
diversity_coreset_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,2,96,0.36290000,0.39583333,0.02466488,0.46247920,0.37822793,0.15507806,0.09276399,0.19575040,0.27287577,0.12358456,spurious_strength,0
diversity_coreset_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,3,96,0.36290000,0.38541667,0.01819438,0.46336820,0.37900193,0.14791597,0.09304369,0.19625040,0.27433032,0.12410404,spurious_strength,0
diversity_coreset_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,4,96,0.36290000,0.41666667,0.05027518,0.46425720,0.37977593,0.14750789,0.09297864,0.19675040,0.27119010,0.12462352,spurious_strength,0
diversity_coreset_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,5,96,0.36290000,0.39583333,0.02799578,0.46514620,0.38054993,0.14866230,0.09394484,0.19725040,0.27439364,0.11713900,spurious_strength,0
diversity_coreset_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,6,96,0.36290000,0.46875000,0.10458923,0.46603520,0.38132393,0.14700421,0.09305478,0.19775040,0.26617842,0.11765848,spurious_strength,0
diversity_coreset_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,7,96,0.36290000,0.44791667,0.08102919,0.46692420,0.38209793,0.14815862,0.09402098,0.19825040,0.26938196,0.11817796,spurious_strength,0
diversity_coreset_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,8,96,0.36290000,0.48958333,0.12115101,0.45380620,0.38287193,0.14743803,0.09374968,0.19875040,0.26553327,0.11869744,spurious_strength,0
diversity_coreset_selector,contact_grasp_policy,spurious_strength_0,small_budget,combined_stress,9,96,0.36290000,0.40625000,0.03082197,0.45469520,0.38364593,0.15046745,0.09595337,0.19925040,0.27634931,0.11921692,spurious_strength,0
diversity_coreset_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,0,96,0.36210000,0.46875000,0.09995021,0.45532380,0.38254657,0.14297787,0.09650881,0.19621360,0.27103032,0.12273493,spurious_strength,0
diversity_coreset_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,1,96,0.36210000,0.31250000,-0.06824515,0.45619180,0.38330257,0.14818210,0.10014317,0.19670160,0.29071187,0.12324205,spurious_strength,0
diversity_coreset_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,2,96,0.36210000,0.47916667,0.10853266,0.45705980,0.38405857,0.14369883,0.09738378,0.19718960,0.27106217,0.12374917,spurious_strength,0
diversity_coreset_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,3,96,0.36210000,0.43750000,0.07191172,0.45792780,0.38481457,0.14546555,0.09074540,0.19767760,0.26678248,0.12425629,spurious_strength,0
diversity_coreset_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,4,96,0.36210000,0.46875000,0.10402337,0.45879580,0.38557057,0.14504478,0.09066726,0.19816560,0.26362653,0.12476341,spurious_strength,0
diversity_coreset_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,5,96,0.36210000,0.38541667,0.02074424,0.45966380,0.37432057,0.14760528,0.09261439,0.19865360,0.27385919,0.11702641,spurious_strength,0
diversity_coreset_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,6,96,0.36210000,0.33333333,-0.03616945,0.46053180,0.37507657,0.14968451,0.09418625,0.19914160,0.28085324,0.11753353,spurious_strength,0
diversity_coreset_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,7,96,0.36210000,0.42708333,0.06271119,0.46139980,0.37583257,0.14738874,0.09287061,0.19962960,0.27008480,0.11804065,spurious_strength,0
diversity_coreset_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,8,96,0.36210000,0.39583333,0.02805384,0.46226780,0.37658857,0.14884297,0.09402997,0.20011760,0.27454135,0.11854777,spurious_strength,0
diversity_coreset_selector,peg_search_policy,spurious_strength_0,small_budget,combined_stress,9,96,0.36210000,0.36458333,-0.00660352,0.46313580,0.37734457,0.15029719,0.09518933,0.20060560,0.27899791,0.11905489,spurious_strength,0
diversity_coreset_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,0,96,0.36450000,0.41666667,0.03927824,0.46402200,0.37671865,0.15772531,0.09782545,0.19949200,0.27699998,0.12011037,spurious_strength,0
diversity_coreset_selector,deformable_pull_policy,spurious_strength_0,small_budget,combined_stress,1,96,0.36450000,0.35416667,-0.02881504,0.46492500,0.37750465,0.16013818,0.09962537,0.20000000,0.28528900,0.12063809,spurious_strength,0
