split,regime,task,seed,episodes,success_rate,causal_mechanism_recall,spurious_dependence_rate,tail_failure_rate,damage_rate,selection_cost,calibration_error,ablation,interpretation
combined_stress,color_mechanism_confound,contact_grasp_policy,2,84,0.726190,0.638933,0.128025,0.072870,0.039073,0.222942,0.073928,full_causal_selector,all components
combined_stress,color_mechanism_confound,contact_grasp_policy,3,84,0.761905,0.639781,0.128673,0.072257,0.038769,0.223001,0.074359,full_causal_selector,all components
combined_stress,color_mechanism_confound,contact_grasp_policy,4,84,0.726190,0.640629,0.129321,0.073786,0.040022,0.223774,0.066785,full_causal_selector,all components
combined_stress,color_mechanism_confound,contact_grasp_policy,5,84,0.666667,0.641477,0.129969,0.076030,0.041793,0.216781,0.067215,full_causal_selector,all components
combined_stress,color_mechanism_confound,contact_grasp_policy,6,84,0.690476,0.642325,0.130617,0.075774,0.041748,0.216959,0.067646,full_causal_selector,all components
combined_stress,color_mechanism_confound,peg_search_policy,0,84,0.630952,0.618721,0.127015,0.072665,0.043178,0.220728,0.069323,full_causal_selector,all components
combined_stress,color_mechanism_confound,peg_search_policy,1,84,0.738095,0.619545,0.127645,0.069896,0.041303,0.220061,0.069741,full_causal_selector,all components
combined_stress,color_mechanism_confound,peg_search_policy,2,84,0.726190,0.620369,0.128275,0.070698,0.042024,0.220584,0.070159,full_causal_selector,all components
combined_stress,color_mechanism_confound,peg_search_policy,3,84,0.797619,0.621193,0.128905,0.069000,0.040927,0.220273,0.070578,full_causal_selector,all components
combined_stress,color_mechanism_confound,peg_search_policy,4,84,0.619048,0.622017,0.129535,0.074802,0.045281,0.222463,0.070996,full_causal_selector,all components
combined_stress,color_mechanism_confound,peg_search_policy,5,84,0.714286,0.622841,0.130165,0.072390,0.043665,0.221915,0.071414,full_causal_selector,all components
combined_stress,color_mechanism_confound,peg_search_policy,6,84,0.750000,0.623665,0.130795,0.071764,0.043348,0.221962,0.071832,full_causal_selector,all components
combined_stress,color_mechanism_confound,deformable_pull_policy,0,84,0.714286,0.656474,0.124561,0.067382,0.042805,0.217642,0.069285,full_causal_selector,all components
combined_stress,color_mechanism_confound,deformable_pull_policy,1,84,0.690476,0.657338,0.125221,0.068563,0.043807,0.218305,0.069723,full_causal_selector,all components
combined_stress,color_mechanism_confound,deformable_pull_policy,2,84,0.654762,0.658202,0.125881,0.070101,0.045069,0.219086,0.070162,full_causal_selector,all components
combined_stress,color_mechanism_confound,deformable_pull_policy,3,84,0.559524,0.643058,0.126541,0.073425,0.047628,0.220462,0.070600,full_causal_selector,all components
combined_stress,color_mechanism_confound,deformable_pull_policy,4,84,0.666667,0.643922,0.127201,0.070678,0.045775,0.219815,0.071039,full_causal_selector,all components
combined_stress,color_mechanism_confound,deformable_pull_policy,5,84,0.666667,0.644786,0.127861,0.071145,0.046259,0.220239,0.071477,full_causal_selector,all components
combined_stress,color_mechanism_confound,deformable_pull_policy,6,84,0.702381,0.645650,0.128521,0.070540,0.037959,0.220306,0.071916,full_causal_selector,all components
combined_stress,color_mechanism_confound,mobile_place_policy,0,84,0.607143,0.627218,0.123325,0.075348,0.047518,0.223267,0.072400,full_causal_selector,all components
combined_stress,color_mechanism_confound,mobile_place_policy,1,84,0.678571,0.628058,0.123967,0.073659,0.038427,0.222965,0.072827,full_causal_selector,all components
combined_stress,color_mechanism_confound,mobile_place_policy,2,84,0.654762,0.628898,0.124609,0.074827,0.039416,0.223615,0.073253,full_causal_selector,all components
combined_stress,color_mechanism_confound,mobile_place_policy,3,84,0.714286,0.629738,0.125251,0.073495,0.038588,0.223432,0.073679,full_causal_selector,all components
combined_stress,color_mechanism_confound,mobile_place_policy,4,84,0.619048,0.630578,0.125893,0.076806,0.041134,0.224796,0.074105,full_causal_selector,all components
combined_stress,color_mechanism_confound,mobile_place_policy,5,84,0.702381,0.631418,0.126535,0.074759,0.039787,0.216371,0.074532,full_causal_selector,all components
combined_stress,color_mechanism_confound,mobile_place_policy,6,84,0.630952,0.632258,0.127177,0.077356,0.041813,0.217497,0.066954,full_causal_selector,all components
combined_stress,color_mechanism_confound,force_limited_twist_policy,0,84,0.714286,0.642754,0.123181,0.067248,0.038309,0.217506,0.070906,full_causal_selector,all components
combined_stress,color_mechanism_confound,force_limited_twist_policy,1,84,0.773810,0.643650,0.123865,0.065947,0.037512,0.217350,0.071361,full_causal_selector,all components
combined_stress,color_mechanism_confound,force_limited_twist_policy,2,84,0.773810,0.644546,0.124549,0.066431,0.038013,0.217790,0.071816,full_causal_selector,all components
combined_stress,color_mechanism_confound,force_limited_twist_policy,3,84,0.726190,0.645442,0.125233,0.068344,0.039552,0.218707,0.072271,full_causal_selector,all components
combined_stress,color_mechanism_confound,force_limited_twist_policy,4,84,0.726190,0.646338,0.125917,0.068829,0.040053,0.219147,0.072726,full_causal_selector,all components
combined_stress,color_mechanism_confound,force_limited_twist_policy,5,84,0.714286,0.647234,0.126601,0.069670,0.040814,0.219706,0.073181,full_causal_selector,all components
combined_stress,color_mechanism_confound,force_limited_twist_policy,6,84,0.571429,0.648130,0.127285,0.074441,0.044429,0.221574,0.073636,full_causal_selector,all components
combined_stress,material_shift,contact_grasp_policy,0,84,0.642857,0.641975,0.133641,0.072199,0.043488,0.219713,0.073938,full_causal_selector,all components
combined_stress,material_shift,contact_grasp_policy,1,84,0.714286,0.642743,0.122223,0.069690,0.041893,0.219375,0.074136,full_causal_selector,all components
combined_stress,material_shift,contact_grasp_policy,2,84,0.690476,0.643511,0.122811,0.070818,0.042842,0.219989,0.074525,full_causal_selector,all components
combined_stress,material_shift,contact_grasp_policy,3,84,0.702381,0.644279,0.123399,0.070875,0.043012,0.220246,0.074914,full_causal_selector,all components
combined_stress,material_shift,contact_grasp_policy,4,84,0.702381,0.645047,0.123987,0.071290,0.043441,0.220622,0.075304,full_causal_selector,all components
combined_stress,material_shift,contact_grasp_policy,5,84,0.666667,0.645815,0.124575,0.072775,0.044649,0.221355,0.075693,full_causal_selector,all components
combined_stress,material_shift,contact_grasp_policy,6,84,0.619048,0.646583,0.125163,0.074618,0.046117,0.222207,0.068079,full_causal_selector,all components
combined_stress,material_shift,peg_search_policy,0,84,0.654762,0.618884,0.130495,0.075189,0.044127,0.222976,0.067851,full_causal_selector,all components
combined_stress,material_shift,peg_search_policy,1,84,0.630952,0.619628,0.131065,0.076305,0.045062,0.223578,0.068228,full_causal_selector,all components
combined_stress,material_shift,peg_search_policy,2,84,0.714286,0.620372,0.131635,0.074206,0.043662,0.223108,0.068605,full_causal_selector,all components
combined_stress,material_shift,peg_search_policy,3,84,0.738095,0.621116,0.132205,0.073892,0.043559,0.223234,0.068982,full_causal_selector,all components
combined_stress,material_shift,peg_search_policy,4,84,0.702381,0.621860,0.132775,0.075365,0.044753,0.223955,0.069359,full_causal_selector,all components
combined_stress,material_shift,peg_search_policy,5,84,0.726190,0.606596,0.133345,0.075052,0.044650,0.224081,0.069737,full_causal_selector,all components
combined_stress,material_shift,peg_search_policy,6,84,0.761905,0.607340,0.121909,0.073601,0.043821,0.224088,0.069922,full_causal_selector,all components
combined_stress,material_shift,deformable_pull_policy,0,84,0.690476,0.645453,0.131659,0.073982,0.039485,0.222778,0.070282,full_causal_selector,all components
combined_stress,material_shift,deformable_pull_policy,1,84,0.678571,0.646237,0.132259,0.074762,0.040183,0.223281,0.070680,full_causal_selector,all components
combined_stress,material_shift,deformable_pull_policy,2,84,0.642857,0.647021,0.132859,0.076256,0.041400,0.224022,0.071077,full_causal_selector,all components
combined_stress,material_shift,deformable_pull_policy,3,84,0.630952,0.647805,0.133459,0.077036,0.042098,0.224525,0.071475,full_causal_selector,all components
combined_stress,material_shift,deformable_pull_policy,4,84,0.595238,0.648589,0.134059,0.078531,0.043315,0.225267,0.071873,full_causal_selector,all components
combined_stress,material_shift,deformable_pull_policy,5,84,0.714286,0.649373,0.122653,0.074602,0.040691,0.224460,0.072078,full_causal_selector,all components
combined_stress,material_shift,deformable_pull_policy,6,84,0.678571,0.650157,0.123253,0.076096,0.041908,0.225201,0.072476,full_causal_selector,all components
combined_stress,material_shift,mobile_place_policy,0,84,0.726190,0.627148,0.126631,0.074887,0.038258,0.224446,0.070809,full_causal_selector,all components
combined_stress,material_shift,mobile_place_policy,1,84,0.642857,0.627908,0.127213,0.077797,0.040499,0.225652,0.071195,full_causal_selector,all components
combined_stress,material_shift,mobile_place_policy,2,84,0.702381,0.628668,0.127795,0.076421,0.039626,0.217424,0.071580,full_causal_selector,all components
combined_stress,material_shift,mobile_place_policy,3,84,0.702381,0.629428,0.128377,0.076831,0.040051,0.217796,0.071965,full_causal_selector,all components
combined_stress,material_shift,mobile_place_policy,4,84,0.595238,0.630188,0.128959,0.072451,0.042332,0.219240,0.072351,full_causal_selector,all components
combined_stress,material_shift,mobile_place_policy,5,84,0.666667,0.630948,0.129541,0.070718,0.041200,0.218897,0.072736,full_causal_selector,all components
combined_stress,material_shift,mobile_place_policy,6,84,0.738095,0.631708,0.130123,0.068985,0.040068,0.218555,0.073121,full_causal_selector,all components
combined_stress,material_shift,force_limited_twist_policy,0,84,0.690476,0.643677,0.127231,0.071618,0.040721,0.220609,0.069823,full_causal_selector,all components
combined_stress,material_shift,force_limited_twist_policy,1,84,0.678571,0.644493,0.127855,0.072415,0.041436,0.221128,0.070237,full_causal_selector,all components
combined_stress,material_shift,force_limited_twist_policy,2,84,0.690476,0.645309,0.128479,0.072499,0.041633,0.221409,0.070651,full_causal_selector,all components
combined_stress,material_shift,force_limited_twist_policy,3,84,0.750000,0.646125,0.129103,0.071154,0.040792,0.221214,0.071065,full_causal_selector,all components
combined_stress,material_shift,force_limited_twist_policy,4,84,0.738095,0.646941,0.129727,0.071951,0.041508,0.221733,0.071479,full_causal_selector,all components
combined_stress,material_shift,force_limited_twist_policy,5,84,0.702381,0.647757,0.130351,0.073463,0.042742,0.222490,0.071893,full_causal_selector,all components
combined_stress,material_shift,force_limited_twist_policy,6,84,0.666667,0.648573,0.130975,0.074975,0.043977,0.223247,0.072307,full_causal_selector,all components
combined_stress,operator_bias_shift,contact_grasp_policy,0,84,0.750000,0.637744,0.129900,0.073971,0.040409,0.222170,0.071746,full_causal_selector,all components
combined_stress,operator_bias_shift,contact_grasp_policy,1,84,0.666667,0.638552,0.130518,0.076908,0.042677,0.223400,0.072156,full_causal_selector,all components
combined_stress,operator_bias_shift,contact_grasp_policy,2,84,0.714286,0.639360,0.131136,0.075915,0.042091,0.223320,0.072566,full_causal_selector,all components
combined_stress,operator_bias_shift,contact_grasp_policy,3,84,0.773810,0.640168,0.131754,0.074566,0.041245,0.223120,0.072976,full_causal_selector,all components
combined_stress,operator_bias_shift,contact_grasp_policy,4,84,0.738095,0.640976,0.132372,0.076073,0.042475,0.223873,0.073386,full_causal_selector,all components
combined_stress,operator_bias_shift,contact_grasp_policy,5,84,0.738095,0.641784,0.132990,0.076509,0.042927,0.224269,0.073796,full_causal_selector,all components
combined_stress,operator_bias_shift,contact_grasp_policy,6,84,0.773810,0.642592,0.133608,0.075874,0.042601,0.224308,0.074206,full_causal_selector,all components
combined_stress,operator_bias_shift,peg_search_policy,0,84,0.571429,0.616941,0.128469,0.075928,0.046000,0.220478,0.074835,full_causal_selector,all components
combined_stress,operator_bias_shift,peg_search_policy,1,84,0.702381,0.617725,0.129069,0.072422,0.043583,0.219552,0.075232,full_causal_selector,all components
combined_stress,operator_bias_shift,peg_search_policy,2,84,0.714286,0.618509,0.129669,0.072488,0.043762,0.219817,0.075630,full_causal_selector,all components
combined_stress,operator_bias_shift,peg_search_policy,3,84,0.678571,0.619293,0.130269,0.073982,0.044979,0.220558,0.076027,full_causal_selector,all components
combined_stress,operator_bias_shift,peg_search_policy,4,84,0.678571,0.620077,0.130869,0.074405,0.045417,0.220942,0.076425,full_causal_selector,all components
combined_stress,operator_bias_shift,peg_search_policy,5,84,0.726190,0.604853,0.131469,0.073400,0.044818,0.220850,0.068819,full_causal_selector,all components
combined_stress,operator_bias_shift,peg_search_policy,6,84,0.750000,0.605637,0.132069,0.073109,0.044737,0.220996,0.069216,full_causal_selector,all components
combined_stress,operator_bias_shift,deformable_pull_policy,0,84,0.571429,0.649102,0.133828,0.078860,0.045263,0.223433,0.072125,full_causal_selector,all components
combined_stress,operator_bias_shift,deformable_pull_policy,1,84,0.726190,0.649926,0.134458,0.074662,0.042350,0.222290,0.072543,full_causal_selector,all components
combined_stress,operator_bias_shift,deformable_pull_policy,2,84,0.619048,0.650750,0.135088,0.078321,0.045146,0.223765,0.072961,full_causal_selector,all components
combined_stress,operator_bias_shift,deformable_pull_policy,3,84,0.619048,0.651574,0.135718,0.078766,0.045607,0.224169,0.073379,full_causal_selector,all components
combined_stress,operator_bias_shift,deformable_pull_policy,4,84,0.678571,0.652398,0.136348,0.077425,0.044770,0.223978,0.073797,full_causal_selector,all components
combined_stress,operator_bias_shift,deformable_pull_policy,5,84,0.714286,0.653222,0.136978,0.076799,0.044452,0.224025,0.074215,full_causal_selector,all components
combined_stress,operator_bias_shift,deformable_pull_policy,6,84,0.559524,0.654046,0.125602,0.081106,0.047820,0.225977,0.074441,full_causal_selector,all components
combined_stress,operator_bias_shift,mobile_place_policy,0,84,0.714286,0.633325,0.130695,0.077939,0.043113,0.225294,0.073946,full_causal_selector,all components
combined_stress,operator_bias_shift,mobile_place_policy,1,84,0.666667,0.634125,0.131307,0.079799,0.044598,0.226162,0.074352,full_causal_selector,all components
combined_stress,operator_bias_shift,mobile_place_policy,2,84,0.595238,0.634925,0.131919,0.082374,0.046603,0.219265,0.074758,full_causal_selector,all components
combined_stress,operator_bias_shift,mobile_place_policy,3,84,0.714286,0.635725,0.132531,0.079234,0.044455,0.218466,0.075164,full_causal_selector,all components
combined_stress,operator_bias_shift,mobile_place_policy,4,84,0.595238,0.636525,0.133143,0.075233,0.047017,0.220049,0.075569,full_causal_selector,all components
combined_stress,operator_bias_shift,mobile_place_policy,5,84,0.619048,0.621317,0.133755,0.074951,0.046946,0.220202,0.075975,full_causal_selector,all components
combined_stress,operator_bias_shift,mobile_place_policy,6,84,0.702381,0.622117,0.134367,0.072882,0.045576,0.219761,0.076381,full_causal_selector,all components
combined_stress,operator_bias_shift,force_limited_twist_policy,0,84,0.642857,0.649358,0.130924,0.075468,0.046077,0.221566,0.072706,full_causal_selector,all components
combined_stress,operator_bias_shift,force_limited_twist_policy,1,84,0.714286,0.634206,0.131578,0.073788,0.044999,0.221272,0.073141,full_causal_selector,all components
combined_stress,operator_bias_shift,force_limited_twist_policy,2,84,0.642857,0.635062,0.132232,0.076393,0.047035,0.222406,0.073575,full_causal_selector,all components
combined_stress,operator_bias_shift,force_limited_twist_policy,3,84,0.750000,0.635918,0.132886,0.073642,0.037173,0.221755,0.074010,full_causal_selector,all components
combined_stress,operator_bias_shift,force_limited_twist_policy,4,84,0.714286,0.636774,0.133540,0.075176,0.038431,0.222532,0.074444,full_causal_selector,all components
combined_stress,operator_bias_shift,force_limited_twist_policy,5,84,0.702381,0.637630,0.134194,0.075995,0.039169,0.223071,0.074879,full_causal_selector,all components
combined_stress,operator_bias_shift,force_limited_twist_policy,6,84,0.654762,0.638486,0.134848,0.077886,0.040686,0.223967,0.075313,full_causal_selector,all components
combined_stress,rare_contact_mechanism,contact_grasp_policy,0,84,0.714286,0.638177,0.136574,0.074877,0.042431,0.221976,0.072649,full_causal_selector,all components
combined_stress,rare_contact_mechanism,contact_grasp_policy,1,84,0.761905,0.639009,0.137210,0.073898,0.041858,0.221908,0.073071,full_causal_selector,all components
combined_stress,rare_contact_mechanism,contact_grasp_policy,2,84,0.750000,0.639841,0.137846,0.074704,0.042583,0.222435,0.073494,full_causal_selector,all components
combined_stress,rare_contact_mechanism,contact_grasp_policy,3,84,0.738095,0.640673,0.138482,0.075510,0.043308,0.222962,0.073916,full_causal_selector,all components
combined_stress,rare_contact_mechanism,contact_grasp_policy,4,84,0.714286,0.641505,0.127112,0.075894,0.043825,0.223608,0.074146,full_causal_selector,all components
combined_stress,rare_contact_mechanism,contact_grasp_policy,5,84,0.678571,0.642337,0.127748,0.077414,0.045069,0.224373,0.074568,full_causal_selector,all components
combined_stress,rare_contact_mechanism,contact_grasp_policy,6,84,0.607143,0.643169,0.128384,0.080007,0.047091,0.225496,0.074990,full_causal_selector,all components
combined_stress,rare_contact_mechanism,peg_search_policy,0,84,0.630952,0.609142,0.128970,0.077462,0.041823,0.223219,0.071523,full_causal_selector,all components
combined_stress,rare_contact_mechanism,peg_search_policy,1,84,0.654762,0.609950,0.129588,0.077184,0.041755,0.223377,0.071932,full_causal_selector,all components
combined_stress,rare_contact_mechanism,peg_search_policy,2,84,0.714286,0.610758,0.130206,0.075835,0.040910,0.223178,0.072342,full_causal_selector,all components
combined_stress,rare_contact_mechanism,peg_search_policy,3,84,0.738095,0.611566,0.130824,0.075557,0.040842,0.223336,0.072752,full_causal_selector,all components
combined_stress,rare_contact_mechanism,peg_search_policy,4,84,0.654762,0.612374,0.131442,0.078493,0.043111,0.224565,0.073162,full_causal_selector,all components
combined_stress,rare_contact_mechanism,peg_search_policy,5,84,0.726190,0.613182,0.132060,0.076786,0.042005,0.224247,0.073572,full_causal_selector,all components
combined_stress,rare_contact_mechanism,peg_search_policy,6,84,0.678571,0.613990,0.132678,0.078651,0.043495,0.225119,0.073982,full_causal_selector,all components
combined_stress,rare_contact_mechanism,deformable_pull_policy,0,84,0.607143,0.638255,0.132043,0.079436,0.047905,0.224889,0.075256,full_causal_selector,all components
combined_stress,rare_contact_mechanism,deformable_pull_policy,1,84,0.666667,0.639103,0.132691,0.078109,0.039077,0.224710,0.075687,full_causal_selector,all components
combined_stress,rare_contact_mechanism,deformable_pull_policy,2,84,0.654762,0.639951,0.133339,0.078924,0.039811,0.225245,0.076117,full_causal_selector,all components
combined_stress,rare_contact_mechanism,deformable_pull_policy,3,84,0.678571,0.640799,0.133987,0.078668,0.039766,0.225423,0.076547,full_causal_selector,all components
combined_stress,rare_contact_mechanism,deformable_pull_policy,4,84,0.642857,0.641647,0.134635,0.080198,0.041019,0.226196,0.076978,full_causal_selector,all components
combined_stress,rare_contact_mechanism,deformable_pull_policy,5,84,0.642857,0.642495,0.135283,0.080656,0.041493,0.226612,0.077408,full_causal_selector,all components
combined_stress,rare_contact_mechanism,deformable_pull_policy,6,84,0.702381,0.643343,0.135931,0.079328,0.040670,0.226433,0.077839,full_causal_selector,all components
combined_stress,rare_contact_mechanism,mobile_place_policy,0,84,0.630952,0.630398,0.134850,0.078429,0.044294,0.223896,0.073129,full_causal_selector,all components
combined_stress,rare_contact_mechanism,mobile_place_policy,1,84,0.738095,0.631222,0.135480,0.075659,0.042419,0.223229,0.073547,full_causal_selector,all components
combined_stress,rare_contact_mechanism,mobile_place_policy,2,84,0.773810,0.632046,0.136110,0.075033,0.042102,0.223276,0.073965,full_causal_selector,all components
combined_stress,rare_contact_mechanism,mobile_place_policy,3,84,0.678571,0.632870,0.136740,0.078335,0.044639,0.224632,0.074383,full_causal_selector,all components
combined_stress,rare_contact_mechanism,mobile_place_policy,4,84,0.690476,0.633694,0.137370,0.078423,0.044840,0.224917,0.074801,full_causal_selector,all components
combined_stress,rare_contact_mechanism,mobile_place_policy,5,84,0.630952,0.634518,0.138000,0.080653,0.046598,0.225916,0.075219,full_causal_selector,all components
combined_stress,rare_contact_mechanism,mobile_place_policy,6,84,0.666667,0.635342,0.126624,0.079247,0.045813,0.225963,0.075445,full_causal_selector,all components
combined_stress,rare_contact_mechanism,force_limited_twist_policy,0,84,0.678571,0.633327,0.137256,0.073981,0.046287,0.220430,0.073376,full_causal_selector,all components
combined_stress,rare_contact_mechanism,force_limited_twist_policy,1,84,0.607143,0.634207,0.137928,0.076599,0.040333,0.221576,0.073822,full_causal_selector,all components
combined_stress,rare_contact_mechanism,force_limited_twist_policy,2,84,0.642857,0.635087,0.138600,0.076003,0.040046,0.221651,0.074269,full_causal_selector,all components
combined_stress,rare_contact_mechanism,force_limited_twist_policy,3,84,0.761905,0.635967,0.127266,0.072127,0.037476,0.220893,0.074524,full_causal_selector,all components
combined_stress,rare_contact_mechanism,force_limited_twist_policy,4,84,0.607143,0.636847,0.127938,0.077246,0.041342,0.222872,0.074971,full_causal_selector,all components
combined_stress,rare_contact_mechanism,force_limited_twist_policy,5,84,0.690476,0.637727,0.128610,0.075221,0.040017,0.222471,0.075417,full_causal_selector,all components
combined_stress,rare_contact_mechanism,force_limited_twist_policy,6,84,0.678571,0.638607,0.129282,0.076054,0.040769,0.223022,0.075864,full_causal_selector,all components
combined_stress,intervention_gap,contact_grasp_policy,0,84,0.726190,0.634244,0.131444,0.080262,0.041600,0.226707,0.075279,full_causal_selector,all components
combined_stress,intervention_gap,contact_grasp_policy,1,84,0.642857,0.635028,0.132044,0.083185,0.043856,0.227924,0.075677,full_causal_selector,all components
combined_stress,intervention_gap,contact_grasp_policy,2,84,0.583333,0.635811,0.132644,0.085394,0.045592,0.220899,0.076074,full_causal_selector,all components
combined_stress,intervention_gap,contact_grasp_policy,3,84,0.642857,0.636595,0.133244,0.084031,0.044732,0.220688,0.076472,full_causal_selector,all components
combined_stress,intervention_gap,contact_grasp_policy,4,84,0.630952,0.637379,0.133844,0.076807,0.044950,0.221191,0.076870,full_causal_selector,all components
combined_stress,intervention_gap,contact_grasp_policy,5,84,0.690476,0.638163,0.134444,0.075445,0.044091,0.220980,0.077267,full_causal_selector,all components
combined_stress,intervention_gap,contact_grasp_policy,6,84,0.750000,0.638948,0.135044,0.074082,0.043231,0.220769,0.077665,full_causal_selector,all components
combined_stress,intervention_gap,peg_search_policy,0,84,0.738095,0.605664,0.136188,0.081021,0.039638,0.219221,0.074578,full_causal_selector,all components
combined_stress,intervention_gap,peg_search_policy,1,84,0.607143,0.606424,0.136770,0.085360,0.042918,0.220903,0.074963,full_causal_selector,all components
combined_stress,intervention_gap,peg_search_policy,2,84,0.726190,0.607184,0.137352,0.074194,0.040267,0.220085,0.075349,full_causal_selector,all components
combined_stress,intervention_gap,peg_search_policy,3,84,0.630952,0.607944,0.137934,0.077461,0.042768,0.221409,0.075734,full_causal_selector,all components
