method,task,regime,budget,split,seed,episodes,stress,success_rate,utility,causal_mechanism_recall,spurious_dependence_rate,tail_failure_rate,damage_rate,selection_cost,regret,calibration_error,ablation,ablation_note
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,iid_mechanisms,small_budget,combined_stress,8,96,0.28350000,0.70833333,0.67442184,0.75291000,0.11286582,0.06700890,0.03871312,0.16818800,0.10377310,0.05232132,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,iid_mechanisms,small_budget,combined_stress,9,96,0.28350000,0.77083333,0.74100323,0.75391100,0.11373582,0.06573096,0.03809910,0.16875200,0.09691053,0.04490272,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,0,96,0.33092000,0.80208333,0.76722961,0.74839616,0.12533909,0.06477351,0.03771357,0.17024672,0.09281082,0.04953558,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,1,96,0.33092000,0.66666667,0.62672048,0.74947416,0.11426909,0.06902335,0.04082280,0.17085472,0.10954454,0.04992618,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,2,96,0.33092000,0.81250000,0.78093344,0.75055216,0.11520509,0.06529191,0.03860677,0.17146272,0.09258966,0.05055690,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,3,96,0.33092000,0.77083333,0.73636015,0.75163016,0.11614109,0.06718548,0.04010323,0.16406672,0.09847227,0.05118762,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,4,96,0.33092000,0.77083333,0.73477877,0.75270816,0.11707709,0.06782905,0.04077469,0.16467472,0.09927989,0.05181834,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,5,96,0.33092000,0.72916667,0.68559758,0.73977916,0.11801309,0.06972262,0.04227115,0.16528272,0.10572278,0.05244906,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,6,96,0.33092000,0.75000000,0.70627253,0.74085716,0.11894909,0.06974119,0.04253011,0.16589072,0.10399289,0.05307978,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,7,96,0.33092000,0.77083333,0.72694749,0.74193516,0.11988509,0.06975975,0.04278908,0.16649872,0.10226301,0.05371050,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,8,96,0.33092000,0.69791667,0.65007024,0.74301316,0.12082109,0.07259082,0.04490429,0.16710672,0.10194687,0.05434122,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,9,96,0.33092000,0.72916667,0.68315400,0.74409116,0.12175709,0.07229689,0.04495700,0.16771472,0.09894824,0.04696794,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,0,96,0.35342000,0.83333333,0.79765218,0.74817816,0.12587279,0.06604229,0.03818581,0.16907872,0.08984969,0.05140626,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,1,96,0.35342000,0.58333333,0.53474350,0.74924916,0.11479679,0.07372540,0.04355943,0.16968272,0.12053441,0.05179274,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,2,96,0.35342000,0.72916667,0.68896674,0.75032016,0.11572679,0.06998974,0.04133903,0.17028672,0.10357428,0.05241934,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,3,96,0.35342000,0.81250000,0.77642098,0.75139116,0.11665679,0.06812908,0.04035613,0.17089072,0.09422665,0.05304594,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,4,96,0.35342000,0.75000000,0.70499374,0.73845516,0.11758679,0.07064342,0.04226073,0.17149472,0.10320180,0.05367254,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,5,96,0.35342000,0.79166667,0.74793531,0.73952616,0.11851679,0.07003276,0.04210283,0.17209872,0.09892917,0.05429914,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,6,96,0.35342000,0.67708333,0.62395438,0.74059716,0.11944679,0.07410960,0.04503868,0.17270272,0.11368779,0.05492574,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,7,96,0.35342000,0.73958333,0.69771497,0.74166816,0.12037679,0.06486994,0.04398804,0.17330672,0.09639243,0.05555234,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,8,96,0.35342000,0.78125000,0.74193718,0.74273916,0.12130679,0.06425928,0.04383014,0.17391072,0.09211980,0.04817494,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,9,96,0.35342000,0.67708333,0.62908441,0.74381016,0.12223679,0.06802362,0.04655974,0.17451472,0.10560967,0.04880154,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,medium_budget,combined_stress,0,96,0.36884000,0.77083333,0.72647603,0.73866432,0.12019661,0.07182471,0.04377314,0.16779344,0.09274176,0.05166153,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,medium_budget,combined_stress,1,96,0.36884000,0.67708333,0.63080537,0.73967232,0.12107261,0.06723450,0.04577700,0.16836144,0.10443544,0.05225105,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,medium_budget,combined_stress,2,96,0.36884000,0.69791667,0.65158316,0.74068032,0.12194861,0.06721079,0.04599234,0.16892944,0.10265312,0.05284057,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,medium_budget,combined_stress,3,96,0.36884000,0.65625000,0.60559196,0.74168832,0.12282461,0.06906208,0.04744519,0.16949744,0.10848330,0.05343009,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,medium_budget,combined_stress,4,96,0.36884000,0.73958333,0.69313875,0.74269632,0.12370061,0.06716336,0.04642303,0.17006544,0.09908848,0.05401961,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,medium_budget,combined_stress,5,96,0.36884000,0.72916667,0.68053205,0.74370432,0.12457661,0.06807715,0.04725713,0.17063344,0.10111240,0.05460913,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,medium_budget,combined_stress,6,96,0.36884000,0.68750000,0.63454084,0.74471232,0.12545261,0.06992844,0.04870997,0.17120144,0.10694258,0.05519865,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,medium_budget,combined_stress,7,96,0.36884000,0.73958333,0.69526642,0.74572032,0.12632861,0.06896723,0.04030257,0.17176944,0.10135401,0.05578817,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,medium_budget,combined_stress,8,96,0.36884000,0.76041667,0.72330339,0.74672832,0.11519861,0.06848729,0.04027443,0.16433344,0.09900404,0.05613757,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,medium_budget,combined_stress,9,96,0.36884000,0.75000000,0.71197733,0.74773632,0.11607461,0.06940108,0.04110853,0.16490144,0.10102797,0.04872309,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,small_budget,combined_stress,0,96,0.39134000,0.79166667,0.74888019,0.74572632,0.12697031,0.06979911,0.04050353,0.17078544,0.09602256,0.04981301,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,small_budget,combined_stress,1,96,0.39134000,0.75000000,0.70863769,0.74672732,0.11583431,0.07118994,0.04170853,0.17134944,0.10127985,0.05015829,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,small_budget,combined_stress,2,96,0.39134000,0.66666667,0.61814410,0.74772832,0.11670431,0.07428700,0.04398202,0.17191344,0.11217978,0.05074369,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,small_budget,combined_stress,3,96,0.39134000,0.69791667,0.64697320,0.73472232,0.11757431,0.07394656,0.04398675,0.17247744,0.10968375,0.05132909,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,small_budget,combined_stress,4,96,0.39134000,0.70833333,0.65663311,0.73572332,0.11844431,0.07423112,0.04440399,0.17304144,0.10916493,0.05191449,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,small_budget,combined_stress,5,96,0.39134000,0.67708333,0.62178036,0.73672432,0.11931431,0.07576568,0.04564622,0.17360544,0.11372111,0.05249989,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,small_budget,combined_stress,6,96,0.39134000,0.65625000,0.60661845,0.73772532,0.12018431,0.06898374,0.04620196,0.17416944,0.10652331,0.05308529,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,small_budget,combined_stress,7,96,0.39134000,0.63541667,0.58289386,0.73872632,0.12105431,0.07020580,0.04723795,0.17473344,0.10981074,0.05367069,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,small_budget,combined_stress,8,96,0.39134000,0.84375000,0.80398894,0.73972732,0.12192431,0.06455286,0.04373643,0.17529744,0.08518567,0.05425609,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,material_shift,small_budget,combined_stress,9,96,0.39134000,0.72916667,0.68011086,0.74072832,0.12279431,0.06858742,0.04662866,0.17586144,0.09989186,0.05484149,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,medium_budget,combined_stress,0,96,0.39136000,0.64583333,0.59193871,0.74504728,0.12655717,0.07640313,0.04290170,0.16792976,0.11315737,0.05462154,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,medium_budget,combined_stress,1,96,0.39136000,0.78125000,0.73507492,0.74609028,0.12746317,0.07296306,0.04087010,0.16851776,0.09744502,0.05523166,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,medium_budget,combined_stress,2,96,0.39136000,0.66666667,0.61709651,0.74713328,0.12836917,0.06901899,0.04330826,0.16910576,0.11170242,0.05584178,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,medium_budget,combined_stress,3,96,0.39136000,0.70833333,0.66007921,0.74817628,0.12927517,0.06839142,0.04313292,0.16969376,0.10740882,0.05645190,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,medium_budget,combined_stress,4,96,0.39136000,0.65625000,0.59982128,0.73521228,0.13018117,0.07057634,0.04481382,0.17028176,0.11509424,0.05706202,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,medium_budget,combined_stress,5,96,0.39136000,0.78125000,0.73310996,0.73625528,0.13108717,0.06744877,0.04298848,0.17086976,0.10065064,0.04966814,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,medium_budget,combined_stress,6,96,0.39136000,0.70833333,0.65368283,0.73729828,0.13199317,0.07025870,0.04508188,0.17145776,0.11031328,0.05027826,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,medium_budget,combined_stress,7,96,0.39136000,0.70833333,0.66049259,0.73834128,0.12089317,0.07042490,0.04548805,0.17204576,0.10052204,0.05064826,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,medium_budget,combined_stress,8,96,0.39136000,0.66666667,0.61597072,0.73938428,0.12179917,0.07229733,0.04696270,0.16462976,0.10637843,0.05125838,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,medium_budget,combined_stress,9,96,0.39136000,0.77083333,0.72572243,0.74042728,0.12270517,0.06979476,0.04554986,0.16521776,0.09447233,0.05186850,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,small_budget,combined_stress,0,96,0.41386000,0.68750000,0.63077579,0.73446228,0.13021087,0.07155397,0.04495551,0.17684576,0.11173424,0.05063062,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,small_budget,combined_stress,1,96,0.41386000,0.72916667,0.67376879,0.73549828,0.13111087,0.07092217,0.04477581,0.17742976,0.10743539,0.05123662,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,small_budget,combined_stress,2,96,0.41386000,0.71875000,0.66264171,0.73653428,0.13201087,0.07185287,0.04562735,0.17000976,0.10948029,0.05184262,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,small_budget,combined_stress,3,96,0.41386000,0.77083333,0.71936416,0.73757028,0.13291087,0.07090857,0.04524139,0.17059376,0.09390769,0.05244862,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,small_budget,combined_stress,4,96,0.41386000,0.76041667,0.71245474,0.73860628,0.12180487,0.07138305,0.04584945,0.17117776,0.09538495,0.05281450,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,small_budget,combined_stress,5,96,0.41386000,0.73958333,0.68867873,0.73964228,0.12270487,0.07262625,0.04690724,0.17176176,0.09869860,0.05342050,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,small_budget,combined_stress,6,96,0.41386000,0.68750000,0.63151822,0.74067828,0.12360487,0.07480695,0.04858378,0.17234576,0.10581850,0.05402650,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,small_budget,combined_stress,7,96,0.41386000,0.72916667,0.67451121,0.74171428,0.12450487,0.07417515,0.04840408,0.17292976,0.10151966,0.05463250,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,small_budget,combined_stress,8,96,0.41386000,0.66666667,0.60622254,0.74275028,0.12540487,0.07666835,0.05028687,0.17351376,0.10990831,0.05523850,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,operator_bias_shift,small_budget,combined_stress,9,96,0.41386000,0.69791667,0.64465064,0.74378628,0.12630487,0.07634905,0.04230941,0.17409776,0.10687821,0.05584450,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,medium_budget,combined_stress,0,96,0.43994000,0.84375000,0.79884128,0.74007312,0.13093822,0.07060499,0.04048861,0.16693104,0.09013559,0.05603636,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,medium_budget,combined_stress,1,96,0.43994000,0.68750000,0.63035797,0.74113712,0.13186222,0.07592760,0.04424510,0.16753104,0.10996397,0.05665884,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,medium_budget,combined_stress,2,96,0.43994000,0.73958333,0.69017640,0.74220112,0.12078022,0.07454399,0.04363310,0.16813104,0.10384970,0.05704120,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,medium_budget,combined_stress,3,96,0.43994000,0.65625000,0.59650312,0.72925812,0.12170422,0.07767910,0.04594584,0.16873104,0.11535711,0.05766368,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,medium_budget,combined_stress,4,96,0.43994000,0.66666667,0.60607047,0.73032212,0.12262822,0.07800171,0.04640233,0.16933104,0.11488549,0.05828616,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,medium_budget,combined_stress,5,96,0.43994000,0.76041667,0.71062454,0.73138612,0.12355222,0.06782032,0.04472858,0.16993104,0.10378362,0.05890864,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,medium_budget,combined_stress,6,96,0.43994000,0.68750000,0.63504850,0.73245012,0.12447622,0.07064294,0.04683507,0.17053104,0.10345700,0.05152712,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,medium_budget,combined_stress,7,96,0.43994000,0.76041667,0.71138486,0.73351412,0.12540022,0.06909055,0.04605406,0.17113104,0.09537288,0.05214960,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,medium_budget,combined_stress,8,96,0.43994000,0.69791667,0.64305504,0.73457812,0.12632422,0.07160066,0.04795430,0.17173104,0.10378250,0.05277208,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,medium_budget,combined_stress,9,96,0.43994000,0.72916667,0.67487873,0.73564212,0.12724822,0.07129827,0.04799828,0.17233104,0.10077338,0.05339456,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,small_budget,combined_stress,0,96,0.46244000,0.75000000,0.69206598,0.74131112,0.13271992,0.07650320,0.04434307,0.17459904,0.10349014,0.05876400,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,small_budget,combined_stress,1,96,0.46244000,0.65625000,0.59897461,0.72836112,0.12163192,0.07148635,0.04613398,0.17519504,0.11521317,0.05914224,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,small_budget,combined_stress,2,96,0.46244000,0.75000000,0.69757758,0.72941812,0.12254992,0.06930474,0.04493610,0.17579104,0.10458631,0.05976060,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,small_budget,combined_stress,3,96,0.46244000,0.66666667,0.60828236,0.73047512,0.12346792,0.07243562,0.04724448,0.17638704,0.11552819,0.05237496,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,small_budget,combined_stress,4,96,0.46244000,0.68750000,0.63158946,0.73153212,0.12438592,0.07244151,0.04749036,0.17698304,0.10377757,0.05299332,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,small_budget,combined_stress,5,96,0.46244000,0.71875000,0.66342344,0.73258912,0.12530392,0.07213489,0.04752998,0.17757904,0.10076321,0.05361168,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,small_budget,combined_stress,6,96,0.46244000,0.62500000,0.56171941,0.73364612,0.12622192,0.07557827,0.05004461,0.17817504,0.11297384,0.05423004,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,small_budget,combined_stress,7,96,0.46244000,0.76041667,0.70635581,0.73470312,0.12713992,0.07214666,0.04802174,0.17076704,0.09727197,0.05484840,full_interventional_mechanism_value_selector_v5,all v5 components
full_interventional_mechanism_value_selector_v5,contact_grasp_policy,rare_contact_mechanism,small_budget,combined_stress,8,96,0.46244000,0.66666667,0.60465178,0.73576012,0.12805792,0.07559004,0.05053637,0.17136304,0.10948260,0.05546676,full_interventional_mechanism_value_selector_v5,all v5 components
